emoji,variant,base,detail,outline,mane_base,mane_high,face_base,face_inner,ear_inner,nose,whisker_dot,eye,body_base,wing,beak,leaf_base,leaf_detail,flower,stem,body,window,wheel
1f6b4-1f3fc-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fc-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fc-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fc,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fc,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fc,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fc,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fc,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fd,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3fe,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-1f3ff,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b4,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b4,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b4,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b4,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b4,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fb,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fc,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fd,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3fe,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-1f3ff,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b5,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b5,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b5,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b5,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b5,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fb,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fc,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fd,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3fe,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-1f3ff,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-200d-2640-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-200d-2640-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-200d-2640-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-200d-2640-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-200d-2640-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6-200d-2642-fe0f,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6-200d-2642-fe0f,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6-200d-2642-fe0f,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6-200d-2642-fe0f,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6-200d-2642-fe0f,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b6,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b6,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b6,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b6,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b6,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b7,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b7,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
1f6b7,3,#66cc99,#48a36d,#000000,,,,,,,,,,,,,,,,,,
1f6b7,4,#00cfcf,#00b2b2,#000000,,,,,,,,,,,,,,,,,,
1f6b7,5,#b051f5,#894fd8,#000000,,,,,,,,,,,,,,,,,,
1f6b8,1,#6f4e37,#5a3828,#000000,,,,,,,,,,,,,,,,,,
1f6b8,2,#ffa64d,#d48733,#000000,,,,,,,,,,,,,,,,,,
